order_id,order_date,product_id,seller_id,customer_id,units_sold,price,discount,shipping_cost,order_status,review_rating
51,2025-06-04,102461,520,102534,4,169.83,0.21,18.86,pendiente,2.7
52,2025-06-01,103106,694,101426,5,288.86,0.12,25.84,enviado,2.1
53,2025-09-20,103522,805,104752,5,330.81,0.14,16.05,pendiente,3.0
54,2025-06-02,101391,675,100695,3,262.57,0.19,13.38,pendiente,3.7
55,2025-09-12,101841,826,101632,2,21.97,0.07,16.88,pendiente,2.8
56,2026-03-21,104716,200,103146,4,205.83,0.04,22.19,pendiente,4.1
57,2025-09-06,101793,181,104244,4,34.61,0.07,26.21,enviado,1.5
58,2025-12-16,103807,684,104352,5,301.77,0.29,27.29,entregado,4.3
59,2025-08-06,104136,437,104489,4,449.63,0.22,16.87,enviado,4.0
60,2026-03-05,102272,785,104271,4,317.11,0.08,6.94,enviado,1.9
61,2025-05-12,102752,328,104425,1,77.8,0.07,22.35,entregado,1.9
62,2026-02-03,103399,418,102711,5,238.3,0.02,25.82,enviado,4.6
63,2025-10-21,104785,969,100161,5,196.39,0.0,13.79,enviado,4.4
64,2025-11-20,103433,552,104474,5,449.93,0.15,11.82,enviado,1.1
65,2025-06-13,102754,685,103313,2,421.85,0.28,29.52,entregado,1.1
66,2026-04-19,103228,607,104624,1,51.13,0.13,26.67,pendiente,1.2
67,2025-09-20,103106,336,101734,4,170.15,0.23,14.48,enviado,2.0
68,2025-05-26,100671,482,100159,5,35.52,0.29,10.61,pendiente,4.1
69,2025-11-26,100330,773,100255,2,107.69,0.01,8.81,pendiente,2.9
70,2025-08-17,100938,578,101786,4,352.74,0.23,9.19,entregado,4.9
71,2026-03-14,100939,797,101342,3,62.97,0.01,12.8,entregado,4.6
72,2025-12-26,103075,407,101625,1,300.13,0.25,11.07,entregado,4.1
73,2025-12-22,104919,825,100992,5,393.49,0.1,15.71,enviado,1.3
74,2026-04-04,102796,13,103442,4,61.71,0.29,20.89,enviado,3.8
75,2026-03-26,103568,181,104275,3,311.8,0.28,24.37,enviado,2.7
76,2025-09-13,104854,275,102641,2,417.06,0.03,27.04,pendiente,4.0
77,2025-12-06,104669,625,103105,3,24.06,0.26,9.55,pendiente,2.4
78,2025-07-09,102117,349,102291,5,353.58,0.08,5.25,pendiente,1.3
79,2026-01-24,103330,501,104549,2,348.4,0.19,17.27,pendiente,1.4
80,2025-05-23,101816,415,101994,3,335.34,0.11,18.84,enviado,2.7
81,2025-05-13,104509,339,102883,4,142.75,0.08,8.02,pendiente,2.3
82,2026-01-07,104390,974,101517,2,116.03,0.15,23.11,entregado,3.4
83,2025-07-23,100824,853,101591,3,121.47,0.05,5.35,entregado,1.5
84,2026-02-20,100373,998,100447,5,153.15,0.28,20.95,enviado,1.4
85,2025-08-16,100101,588,102330,4,244.57,0.1,29.14,enviado,4.8
86,2025-05-26,103914,117,100536,4,250.96,0.17,22.16,pendiente,1.6
87,2026-03-24,104611,972,102490,1,497.02,0.04,24.11,entregado,3.4
88,2025-07-25,101849,795,104281,4,230.75,0.13,26.5,enviado,2.2
89,2026-03-28,100494,625,100813,2,316.5,0.08,7.03,pendiente,1.7
90,2025-06-04,100615,161,100022,4,230.75,0.18,12.28,pendiente,2.2
91,2025-09-20,102317,720,103720,1,346.82,0.28,24.7,entregado,3.4
92,2025-08-11,101621,436,100941,5,120.16,0.04,11.64,pendiente,1.3
93,2025-10-19,101360,812,102520,5,376.99,0.17,12.22,pendiente,2.9
94,2025-12-28,102492,717,103298,3,255.23,0.15,7.01,pendiente,4.6
95,2026-03-15,102641,619,102052,1,54.75,0.29,25.9,entregado,3.3
96,2025-09-14,100170,784,102208,5,29.71,0.23,16.76,entregado,2.8
97,2025-06-28,102279,186,104796,4,321.04,0.15,7.28,enviado,2.6
98,2025-09-16,102631,687,100857,2,171.6,0.21,12.21,enviado,4.3
99,2025-09-10,104507,38,103726,1,164.11,0.1,29.25,enviado,4.5
100,2025-07-16,100010,674,104445,4,212.49,0.06,14.04,enviado,3.5
101,2026-01-11,100423,209,102188,5,74.2,0.09,27.02,enviado,1.5
102,2025-08-07,104988,819,101961,2,162.27,0.0,15.2,pendiente,5.0
103,2026-01-23,100930,473,100963,2,254.2,0.21,17.72,enviado,2.7
104,2026-04-24,103953,484,101997,4,280.12,0.12,28.05,entregado,4.0
105,2026-01-16,101119,885,100572,3,388.61,0.26,13.5,entregado,2.1
106,2026-01-02,100022,290,102446,5,294.16,0.2,26.63,enviado,3.2
107,2025-05-23,102828,341,104522,5,194.83,0.28,26.74,entregado,2.0
108,2025-12-18,103138,240,103366,1,165.91,0.14,27.84,enviado,2.5
109,2025-12-28,101247,508,100304,2,256.12,0.18,26.74,enviado,1.4
110,2025-07-01,103744,16,101181,4,436.76,0.29,6.87,enviado,2.4
111,2025-11-19,103257,666,100658,3,427.65,0.26,14.5,enviado,3.5
112,2026-02-03,103998,894,104433,1,312.56,0.07,22.11,enviado,5.0
113,2025-07-30,100741,445,100807,1,227.4,0.21,27.59,pendiente,2.3
114,2025-06-28,100460,301,102937,3,221.04,0.07,15.3,entregado,4.2
115,2025-10-22,101393,180,100647,5,436.71,0.19,11.02,entregado,1.6
116,2025-09-20,103778,654,102081,4,135.11,0.0,25.12,enviado,3.7
117,2025-08-08,101295,76,103619,3,493.95,0.09,29.05,entregado,2.0
118,2026-04-20,102475,204,103152,4,62.26,0.11,13.97,enviado,5.0
119,2025-12-30,102419,23,103243,3,13.97,0.26,24.46,pendiente,4.6
120,2026-01-18,104070,853,102345,2,307.46,0.11,20.92,entregado,2.0
121,2025-11-28,101121,644,100796,1,161.38,0.13,19.49,entregado,1.5
122,2025-07-20,102418,335,103404,2,108.39,0.24,26.91,enviado,3.1
123,2026-01-16,102233,851,101348,3,457.88,0.28,29.18,enviado,4.0
124,2025-08-29,102775,824,100944,4,481.82,0.04,29.16,entregado,3.9
125,2026-03-19,103256,991,104566,3,54.25,0.12,11.61,pendiente,2.8
126,2026-02-18,102148,599,103122,3,63.09,0.07,5.63,entregado,2.3
127,2026-02-21,104998,227,100518,4,455.6,0.09,15.21,pendiente,1.2
128,2025-05-17,100305,312,104036,1,57.62,0.27,8.39,enviado,2.5
129,2025-07-23,104426,430,104812,2,443.85,0.2,25.84,entregado,2.6
130,2026-03-11,102292,34,103036,2,227.26,0.29,26.39,pendiente,4.9
131,2025-05-08,103010,558,102939,1,205.09,0.06,8.05,enviado,1.4
132,2026-03-04,101738,658,104892,1,34.78,0.1,29.72,entregado,1.8
133,2025-08-26,104541,213,104804,2,408.4,0.07,24.36,entregado,1.0
134,2025-09-28,101186,134,104426,3,401.27,0.03,26.66,pendiente,1.1
135,2025-08-07,101950,603,102653,1,95.38,0.02,23.54,entregado,1.5
136,2025-05-21,100521,488,103673,3,261.49,0.03,17.6,entregado,1.2
137,2025-07-16,104272,309,103753,1,39.8,0.14,15.04,entregado,1.4
138,2026-04-15,103634,76,100662,3,308.07,0.02,11.88,entregado,3.3
139,2025-12-02,102664,391,104894,5,154.5,0.15,15.75,entregado,1.5
140,2026-04-01,104517,739,101762,4,231.26,0.07,13.47,enviado,2.6
141,2026-01-29,100779,321,103497,3,335.9,0.11,8.82,enviado,1.3
142,2025-08-26,100700,96,103538,1,374.85,0.11,8.25,pendiente,3.3
143,2025-07-17,104601,576,102701,1,211.3,0.26,28.53,enviado,4.5
144,2026-01-05,100422,992,102357,5,163.1,0.03,17.69,pendiente,3.6
145,2025-11-05,101838,868,100887,3,424.23,0.11,24.07,entregado,1.9
146,2025-09-26,103516,866,104596,5,310.65,0.19,5.66,entregado,4.3
147,2026-04-04,102191,30,101478,3,354.32,0.09,13.5,pendiente,1.7
148,2026-04-16,101174,580,103284,1,79.52,0.19,5.77,entregado,3.1
149,2025-12-31,103082,430,103717,3,87.13,0.09,13.11,entregado,3.4
150,2025-10-21,100431,160,101290,5,34.38,0.02,16.08,enviado,2.9
151,2025-06-20,103622,425,102238,2,379.92,0.03,15.75,enviado,3.7
152,2025-08-06,104859,499,104317,3,32.25,0.12,19.98,pendiente,1.8
153,2025-06-19,101731,786,101125,3,151.83,0.04,17.43,enviado,1.7
154,2025-07-30,103115,546,101886,5,283.77,0.2,13.85,enviado,4.4
155,2026-02-09,100347,447,100154,4,461.37,0.26,19.39,entregado,2.6
156,2025-11-30,103422,297,100944,4,20.22,0.1,25.03,entregado,2.8
157,2025-11-21,102965,91,103578,1,129.23,0.18,18.1,enviado,4.5
158,2025-08-06,102782,227,102729,2,47.43,0.19,18.27,pendiente,4.6
159,2026-02-10,102863,360,101210,2,60.37,0.08,9.34,pendiente,4.0
160,2025-12-09,100618,182,104048,4,379.68,0.23,16.22,entregado,3.6
161,2025-10-09,102648,885,102590,2,225.48,0.14,20.78,enviado,3.4
162,2026-04-09,102884,520,100608,3,236.25,0.01,14.22,enviado,1.3
163,2025-12-08,100740,630,104867,5,198.4,0.17,28.86,entregado,4.6
164,2025-09-28,103685,931,104684,2,167.55,0.14,8.77,pendiente,2.8
165,2025-09-13,102814,732,100691,5,326.6,0.01,22.69,enviado,3.1
166,2025-07-20,104996,163,102982,3,459.79,0.12,24.36,entregado,3.4
167,2025-06-18,102742,68,102701,1,283.4,0.12,11.3,entregado,4.9
168,2025-11-09,104938,895,101232,3,49.94,0.2,27.92,enviado,4.9
169,2025-11-03,103211,133,104875,1,161.7,0.11,24.79,pendiente,3.7
170,2025-05-31,104313,96,103469,5,187.3,0.11,9.51,pendiente,2.4
171,2026-02-13,103984,197,101856,2,85.92,0.09,24.7,entregado,4.1
172,2025-05-14,104314,39,102759,5,74.21,0.11,9.06,entregado,4.1
173,2026-03-26,101357,739,103586,1,211.32,0.2,10.94,enviado,3.4
174,2025-06-07,103678,240,104375,2,161.64,0.24,16.73,pendiente,2.5
175,2025-06-24,104673,452,103783,3,391.28,0.15,15.47,pendiente,4.3
176,2025-12-25,104954,142,102049,1,324.18,0.26,18.86,pendiente,3.8
177,2025-06-27,104227,872,101022,3,51.1,0.05,16.23,entregado,1.6
178,2026-02-27,103584,94,101819,4,443.47,0.28,15.37,enviado,3.0
179,2026-01-15,101932,396,100669,3,120.02,0.1,7.48,entregado,3.6
180,2025-10-06,101197,141,100314,3,459.52,0.14,25.78,entregado,2.9
181,2025-12-13,100044,928,100650,1,135.4,0.25,18.72,entregado,3.4
182,2025-05-20,103468,114,102361,2,157.56,0.01,15.5,entregado,2.8
183,2025-09-22,100909,857,104095,5,272.67,0.19,19.38,entregado,1.6
184,2025-09-21,103517,2,102891,2,289.63,0.06,21.71,entregado,4.9
185,2025-12-13,100555,977,104310,5,258.59,0.3,18.85,enviado,4.5
186,2025-10-24,100357,651,103170,3,134.29,0.0,24.71,enviado,2.0
187,2025-11-17,100850,791,104767,3,75.37,0.11,13.46,entregado,1.7
188,2025-08-01,103807,713,103921,2,407.63,0.02,24.4,enviado,1.1
189,2025-11-26,101652,45,101635,1,164.64,0.09,14.96,entregado,2.9
190,2026-03-26,100300,772,101566,3,184.92,0.23,26.64,enviado,2.1
191,2025-04-30,103015,448,103277,4,448.37,0.12,29.34,enviado,3.8
192,2026-01-15,103010,947,104254,3,402.56,0.22,6.97,entregado,5.0
193,2026-01-30,101479,559,102407,3,60.27,0.1,12.39,enviado,3.4
194,2025-06-09,103491,171,103637,3,229.09,0.22,27.79,entregado,5.0
195,2026-01-15,102250,655,100470,1,338.88,0.12,17.83,entregado,3.7
196,2026-04-04,100256,147,104978,4,27.05,0.02,24.46,enviado,2.4
197,2025-11-20,104647,34,104957,2,342.74,0.28,14.3,pendiente,3.3
198,2026-02-11,104338,376,103261,3,328.28,0.07,7.84,entregado,1.7
199,2025-08-07,104242,397,104602,1,138.27,0.08,16.16,entregado,2.1
200,2026-02-18,104024,205,101005,2,427.88,0.14,27.47,enviado,5.0
201,2025-12-30,102619,684,102847,1,279.5,0.09,12.5,pendiente,3.8
202,2025-09-05,101427,813,102962,5,119.88,0.3,24.8,pendiente,4.2
203,2025-06-08,100216,370,104539,5,190.77,0.24,18.79,entregado,4.5
204,2025-08-17,100539,317,103262,4,267.59,0.23,25.58,pendiente,1.5
205,2025-10-11,102598,658,100608,4,238.26,0.16,8.21,entregado,3.6
206,2025-06-26,101491,787,101058,4,256.4,0.26,25.78,entregado,1.6
207,2025-10-19,101349,166,102644,2,179.55,0.28,27.37,pendiente,2.0
208,2025-04-27,104513,282,101026,3,311.07,0.03,21.02,entregado,4.8
209,2026-01-31,101264,176,104958,3,422.84,0.17,25.63,pendiente,1.3
210,2026-04-01,104725,272,101727,5,214.13,0.19,17.45,entregado,3.2
211,2026-01-30,102475,495,102007,4,155.74,0.02,6.5,enviado,2.7
212,2025-08-06,103805,209,102787,5,80.4,0.26,12.98,enviado,4.9
213,2025-11-06,101072,779,103036,5,285.21,0.1,16.66,enviado,2.8
214,2026-02-15,101155,100,100415,3,473.24,0.26,15.45,pendiente,4.3
215,2025-07-04,104733,739,102562,2,383.93,0.15,17.87,enviado,4.5
216,2025-11-09,104075,24,100738,4,257.67,0.29,10.38,enviado,1.2
217,2026-04-15,102305,507,104895,4,150.02,0.0,7.69,pendiente,4.5
218,2025-06-06,102997,783,103304,3,32.17,0.02,19.05,enviado,3.2
219,2026-03-30,100603,396,104131,4,384.56,0.08,29.73,entregado,3.4
220,2025-12-24,101055,999,100793,4,192.87,0.3,18.95,enviado,4.0
221,2025-08-19,101631,617,104171,4,255.04,0.01,8.43,enviado,4.2
222,2026-03-18,104255,468,101221,5,447.63,0.04,28.28,enviado,1.7
223,2025-12-30,102452,608,102756,5,415.86,0.16,22.72,enviado,2.9
224,2025-11-09,100137,378,102714,1,490.15,0.18,24.92,entregado,4.5
225,2025-12-18,100219,612,103888,3,483.86,0.23,24.4,entregado,1.9
226,2025-07-12,100421,598,103936,2,266.87,0.22,24.37,enviado,1.6
227,2025-06-24,101985,33,104691,1,103.48,0.13,15.47,enviado,3.8
228,2025-09-18,103362,514,103864,1,355.83,0.16,19.02,entregado,2.9
229,2026-02-16,103087,322,101419,4,456.94,0.1,13.86,entregado,3.7
230,2025-06-27,102166,625,103967,2,479.1,0.08,12.46,enviado,4.1
231,2025-11-21,101699,707,104006,3,245.1,0.17,28.36,entregado,2.1
232,2026-02-22,100999,588,104450,4,448.92,0.12,13.63,pendiente,2.2
233,2026-04-19,102357,979,100648,3,462.76,0.2,23.68,pendiente,1.8
234,2025-11-17,104413,278,104605,3,77.26,0.18,19.67,pendiente,1.2
235,2026-04-17,104351,232,101908,1,59.1,0.1,16.81,entregado,4.1
236,2025-04-26,100043,988,104509,2,209.38,0.28,26.96,enviado,3.6
237,2025-12-14,102354,329,102339,1,454.89,0.03,19.35,entregado,4.0
238,2025-08-29,100306,936,101435,4,442.3,0.05,27.99,enviado,4.2
239,2025-11-01,101527,960,102372,1,14.54,0.17,7.68,enviado,2.1
240,2025-05-03,104451,537,104047,2,427.02,0.14,9.82,pendiente,2.3
241,2025-06-08,103760,664,102108,2,16.9,0.1,12.38,entregado,4.0
242,2026-04-21,101438,626,103322,4,262.49,0.03,21.73,pendiente,4.9
243,2025-09-13,103912,332,102033,1,137.78,0.07,23.84,enviado,2.2
244,2026-04-02,104694,12,102143,3,349.46,0.02,7.96,enviado,1.6
245,2026-03-14,104117,946,102548,1,322.97,0.28,14.19,pendiente,1.9
246,2026-03-05,101095,490,101255,4,376.39,0.18,15.4,entregado,4.7
247,2025-08-23,104404,822,101790,2,343.37,0.18,24.68,entregado,2.8
248,2025-07-27,102964,80,104622,1,40.26,0.16,17.64,entregado,3.1
249,2025-05-18,101348,336,104263,4,66.96,0.06,19.58,pendiente,4.6
250,2025-07-28,103650,829,100456,4,74.65,0.12,19.1,entregado,2.8
251,2026-04-01,102525,741,100179,4,134.68,0.0,10.45,pendiente,1.2
252,2025-12-02,102823,718,100523,5,497.12,0.28,6.73,enviado,1.1
253,2025-05-26,103350,185,101110,4,193.49,0.27,16.21,enviado,2.5
254,2025-05-29,104418,137,102849,1,97.45,0.16,18.22,entregado,4.9
255,2026-02-04,100029,775,100187,3,236.87,0.22,15.6,enviado,4.3
256,2025-10-31,102028,472,102836,2,145.07,0.28,23.13,pendiente,1.1
257,2026-03-08,103435,630,100129,2,110.98,0.03,5.84,entregado,3.7
258,2025-05-22,100399,251,100363,4,225.09,0.16,23.86,pendiente,1.6
259,2026-02-15,102370,240,104720,3,292.96,0.23,25.46,pendiente,2.2
260,2025-11-18,101174,677,104271,2,212.64,0.08,18.92,entregado,4.5
261,2026-02-17,101435,642,103500,5,252.85,0.29,28.54,entregado,2.5
262,2025-06-13,104297,327,103411,4,83.12,0.11,23.86,enviado,2.0
263,2025-06-14,101847,308,101183,4,458.22,0.17,29.19,entregado,3.1
264,2026-01-07,103182,249,102089,2,171.83,0.02,16.24,enviado,1.4
265,2025-10-27,101561,53,102200,4,340.1,0.18,26.84,pendiente,4.2
266,2025-11-25,104814,742,104579,2,244.9,0.26,13.32,pendiente,1.8
267,2025-06-29,101557,986,100962,4,458.08,0.21,22.59,enviado,4.7
268,2025-08-06,104523,330,102319,4,238.46,0.19,12.71,enviado,3.1
269,2025-11-16,104074,478,100808,4,383.2,0.1,10.08,enviado,2.7
270,2026-03-30,104609,885,101813,2,17.95,0.17,19.6,entregado,2.7
271,2025-12-17,101249,201,102703,2,196.12,0.25,17.48,entregado,4.8
272,2025-10-07,102766,264,104003,4,235.81,0.22,13.8,pendiente,3.9
273,2025-07-17,104001,189,104442,1,266.73,0.25,6.86,entregado,1.2
274,2026-04-21,100053,423,101127,2,43.3,0.05,10.47,enviado,2.5
275,2025-11-21,103959,676,103997,1,13.24,0.17,5.3,entregado,3.9
276,2026-02-13,104389,294,100141,5,408.45,0.2,25.15,pendiente,1.4
277,2026-02-03,100790,537,101220,2,104.05,0.16,25.38,enviado,4.2
278,2026-01-18,100648,383,103327,4,286.85,0.3,10.65,entregado,4.3
279,2025-07-13,100661,670,100260,1,208.59,0.11,16.9,entregado,1.0
280,2026-01-27,101404,85,104095,4,326.0,0.1,29.43,pendiente,4.6
281,2025-08-25,100349,236,101732,5,243.0,0.01,6.86,enviado,4.6
282,2025-09-27,104617,674,100270,2,465.1,0.09,29.04,entregado,1.6
283,2026-01-11,103263,952,100631,3,89.6,0.07,25.87,enviado,3.7
284,2026-01-03,104429,340,103145,2,397.34,0.21,6.96,entregado,4.9
285,2025-09-18,100440,101,103581,2,420.95,0.1,24.23,entregado,2.6
286,2025-10-13,102674,31,102240,4,250.4,0.11,28.53,enviado,1.7
287,2026-04-10,104800,677,103114,1,388.36,0.09,11.16,pendiente,1.3
288,2025-11-13,101264,390,101264,4,165.17,0.03,5.13,enviado,2.8
289,2025-10-18,102210,105,101086,1,101.82,0.13,18.87,enviado,1.4
290,2025-06-11,100735,363,104541,1,302.49,0.24,26.59,pendiente,2.2
291,2025-07-31,103177,798,100694,5,453.55,0.29,19.3,pendiente,3.7
292,2025-07-22,101389,143,102203,3,141.52,0.04,9.18,enviado,2.7
293,2025-05-20,103967,802,100631,3,133.33,0.07,20.63,entregado,3.5
294,2025-09-04,103751,110,101110,3,13.32,0.12,26.04,enviado,4.2
295,2025-05-04,102700,451,102743,4,409.58,0.26,29.36,pendiente,2.2
296,2025-12-10,104942,971,101646,4,163.95,0.29,29.22,enviado,3.9
297,2025-11-27,104023,991,104718,2,169.68,0.08,24.65,enviado,1.5
298,2025-07-24,104620,205,104852,5,98.16,0.23,5.67,entregado,2.8
299,2025-12-10,101718,449,102387,1,411.29,0.24,15.23,enviado,1.6
300,2025-07-20,102481,248,102070,2,360.47,0.24,6.85,entregado,2.9
301,2025-04-28,103284,548,104151,4,276.39,0.24,13.99,entregado,3.4
302,2025-05-23,100697,112,102034,3,91.51,0.18,19.08,entregado,3.7
303,2026-01-25,103274,991,102717,4,61.91,0.03,10.55,entregado,3.1
304,2025-12-27,104756,705,104713,2,228.43,0.12,24.31,entregado,3.8
305,2025-05-18,101235,354,100202,4,61.23,0.12,29.04,pendiente,4.3
306,2025-07-23,101161,357,102556,3,233.11,0.06,17.07,enviado,1.4
307,2025-05-22,103707,327,100551,3,31.89,0.21,5.56,enviado,3.6
308,2026-04-12,101347,953,101999,5,95.48,0.05,19.0,enviado,1.9
309,2025-05-08,103319,645,101512,2,323.83,0.13,5.73,entregado,4.5
310,2026-03-25,103683,607,103519,4,12.18,0.06,11.96,entregado,4.2
311,2025-09-01,100513,592,100834,5,101.61,0.1,16.44,enviado,3.7
312,2025-05-23,104010,541,102568,5,200.43,0.12,7.86,enviado,4.4
313,2025-11-11,101414,834,102437,5,299.18,0.2,12.83,pendiente,2.2
314,2025-07-27,101500,383,101159,5,200.35,0.18,19.37,enviado,1.7
315,2025-08-12,104403,711,101420,5,91.76,0.09,9.68,enviado,3.5
316,2026-01-10,102942,975,100079,4,76.9,0.24,29.1,entregado,3.6
317,2025-10-31,103352,702,104029,4,357.97,0.13,9.18,entregado,1.1
318,2025-07-18,101807,300,100268,3,120.17,0.09,24.52,entregado,4.0
319,2025-11-21,104058,563,104185,1,290.63,0.08,18.58,enviado,3.2
320,2025-06-16,100341,779,103616,5,117.09,0.13,23.4,entregado,4.0
321,2026-01-31,102439,896,100265,4,138.78,0.26,7.17,pendiente,4.1
322,2026-04-24,101942,215,104817,3,431.91,0.18,15.7,entregado,1.6
323,2026-04-03,101693,834,101696,1,289.34,0.16,19.92,pendiente,2.3
324,2025-12-03,102398,297,104692,3,476.67,0.15,27.5,pendiente,1.5
325,2025-12-05,103372,941,100486,3,434.85,0.04,26.65,pendiente,1.6
326,2025-10-26,102639,849,102028,4,249.83,0.17,11.72,enviado,2.5
327,2025-07-29,100619,649,100763,4,262.65,0.08,28.41,enviado,2.8
328,2026-02-24,103999,336,104768,1,435.76,0.25,7.33,enviado,3.5
329,2025-10-26,102935,871,100519,5,204.88,0.29,25.62,enviado,2.1
330,2026-03-05,102324,346,104484,5,73.99,0.26,24.71,entregado,4.0
331,2025-10-01,100377,102,103765,1,70.88,0.26,16.03,pendiente,5.0
332,2025-07-08,103505,208,101081,3,87.9,0.28,11.85,entregado,2.4
333,2025-06-01,100676,381,101356,1,204.21,0.09,22.49,pendiente,2.7
334,2025-06-02,100748,721,100780,1,114.58,0.02,19.84,entregado,3.7
335,2026-01-06,100077,9,102815,1,494.2,0.13,8.3,pendiente,1.9
336,2025-10-10,100732,749,100840,1,163.54,0.26,8.43,pendiente,3.6
337,2025-09-10,101171,71,104346,5,14.15,0.2,16.0,entregado,1.9
338,2025-10-07,101241,942,103373,5,346.42,0.26,7.17,pendiente,1.6
339,2025-10-02,101009,604,103146,3,481.99,0.09,8.5,enviado,3.6
340,2025-10-24,102033,567,104924,5,363.38,0.09,28.53,pendiente,4.4
341,2026-03-27,102472,211,104242,5,259.67,0.22,12.39,pendiente,4.1
342,2026-02-03,101961,507,103162,1,128.13,0.19,6.78,pendiente,4.9
343,2025-05-17,102593,136,103169,5,216.22,0.16,9.32,enviado,4.8
344,2026-01-12,100598,18,104812,1,16.76,0.06,28.06,enviado,3.0
345,2026-01-04,104105,786,103404,4,353.89,0.02,18.41,entregado,1.6
346,2026-01-01,100685,318,100648,5,461.25,0.29,8.88,enviado,2.6
347,2025-06-03,100542,318,103584,2,38.37,0.03,15.86,enviado,3.4
348,2025-05-19,100451,317,101439,1,16.21,0.04,5.28,enviado,4.8
349,2025-09-29,104285,530,102124,2,192.22,0.22,26.84,entregado,4.5
350,2026-02-02,100241,344,103518,3,266.69,0.08,29.38,entregado,1.3
351,2025-09-04,103729,524,102951,1,254.81,0.17,14.19,enviado,4.1
352,2026-03-02,104702,691,100945,2,372.98,0.0,26.47,pendiente,2.0
353,2026-03-26,103865,373,103138,2,97.69,0.29,5.88,entregado,4.0
354,2025-06-07,103436,230,102637,2,213.97,0.22,11.78,pendiente,3.3
